,acc_id,acc_date,acc_state,acc_city,fix_port,source,bus_type,industry_sector,device_category,device_type,tradename_or_generic,manufacturer,num_injured,age_youngest,gender,acc_desc,injury_desc,report,category,mechanical,op_error,employee,notes,year,Address
10791,905214,2000-08-17,NJ,0,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,cars & track rides,Bumper car,bumper cars,Bertazzon 3B SLR,1,43.0,F,"Patron was riding on cars when she was hit, it jerked her.",Back pain,0,Collision: patron-controlled vehicles,False,False,False,Inadvertent Rider Mishap,2000,"0, NJ"
7012,919439,2002-07-28,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,coaster,Coaster - steel,steel sitdown coaster,In-house,1,57.0,F,Guest complained of chest pain after riding.,"Chest back.  Treated at local hospital (EKG, X-ray, medication).",0,Body pain (normal motion),False,False,False,0,2002,"Anaheim, CA"
5764,909999,2003-07-01,NJ,Beach Haven,F,New Jersey Dept. of Community Affairs,Water park,water park,float attraction,Lazy river,lazy river,In-house,1,8.0,U,Patron was walking in a tube in the river and noticed the cut on his foot after exiting the river.,Foot laceration,0,Impact: hit something in participatory attraction,False,False,False,0,2003,"Beach Haven, NJ"
3770,917257,2004-11-28,CA,Riverside,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,cars & track rides,Track ride,dark ride,Sally Corporation,1,30.0,F,Guest tried to step over a yellow chain and tripped and fell. She felt pain to elbows.,0,0,Load/Unload: scrape or stumble,False,False,False,0,2004,"Riverside, CA"
6593,917227,2002-08-27,CA,Fountain Valley,F,California Division of Occupational Safety and Health,Family entertainment center,amusement ride,cars & track rides,Train/tram,Rio Grande Train,Zamperla,1,12.0,M,"While the train was stopped guest disconnected restraint and jumped out, injuring his leg.",0,0,Fall: ejection/fall from ride,False,False,False,0,2002,"Fountain Valley, CA"
1544,917738,2006-08-01,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,water ride,Boat ride,boat ride,In-house,1,36.0,F,Guest was carrying her one year old when she twisted her ankle as she stepped into the boat at load. Has a history of several prior injuries to the same ankle.,twisted ankle,0,Load/Unload: scrape or stumble,False,False,False,0,2006,"Anaheim, CA"
2807,916694,2005-08-06,PA,0,F,Pennsylvania Dept. of Agriculture,Amusement park,water park,water slide,Water slide - undefined,waterslide,0,1,25.0,F,Patron fell out of her tube and bumped her head.,Laceration around right eye,0,"Fall: patron fell off inner tube, mat or board",False,False,False,0,2005,"0, PA"
6097,917323,2003-05-14,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,coaster,Coaster - steel,looping coaster,Intamin AG,1,46.0,M,Guest was in ride vehicle at load prior to ride dispatch. Guest dislocated left shoulder while helping his wife lower her restraint. This is his 4th dislocation.,dislocated shoulder,0,Hyperextension or dislocation,False,False,False,0,2003,"Anaheim, CA"
2571,912243,2005-08-29,FL,Orlando,F,Florida Dept. of Agriculture,Family entertainment center,recreation,go-kart,Go-kart,go kart,0,1,35.0,F,"A 35 year old female stopped her kart before entering pit area as instructed by staff, when she was rear ended by another kart that did not stop as instructed on the Avalanche Go-Kart track.",Patron complained of a headache and nausea to facility staff. Patron asked to be transported to hospital for observation as a precaution; she was treated for a neck strain and released.,0,Collision: patron-controlled vehicles,False,False,False,Follow up inspection of both karts involved found no deficiencies.,2005,"Orlando, FL"
2210,916277,2006-04-15,TX,Arlington,F,Texas Dept. of Insurance,Amusement park,amusement ride,coaster,Coaster - steel,LIM shuttle loop coaster,"Premier Rides, Inc.",1,26.0,F,Jostled by ride,Strain,0,Body pain (normal motion),False,False,False,0,2006,"Arlington, TX"
9160,900971,2001-07-22,TX,0,F,Texas Dept. of Insurance,Water park,water park,water slide,Water slide - undefined,waterslide,In-house,1,10.0,F,"Bounced out of tube at end of ride, felt pain",Pain to lower back,0,"Fall: patron fell off inner tube, mat or board",False,False,False,Precautionary transport for further evaluation by a physician,2001,"0, TX"
6992,909578,2002-07-29,TX,SAN ANTONIO,F,Texas Dept. of Insurance,Amusement park,amusement ride,water ride,Flume ride,flume ride,"O.D. Hopkins Associates, Inc.",1,10.0,M,Sitting on que rail and fell striking chin,Laceration,0,Injured in queue or exit,False,False,False,0,2002,"SAN ANTONIO, TX"
822,919761,2007-06-22,CA,Roseville,F,California Division of Occupational Safety and Health,Water park,water park,water slide,Mat slide,racing slide,0,1,0.0,U,Unknown,Unknown,0,Unknown (not enough info),False,False,False,0,2007,"Roseville, CA"
3807,918816,2004-10-16,CA,Los Angeles,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,other attraction,Simulator,motion simulator,Intamin AG,1,20.0,F,"Guest stated that prior to entering the ride vehicle she felt her knee ""pop-out"". Guest stated that she has a history of this which normally corrects itself by sitting. She thought it would correct itself before the ride was over but it did not.",knee dislocation,0,Hyperextension or dislocation,False,False,False,0,2004,"Los Angeles, CA"
8693,898565,2001-08-16,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,spinning,Spinning cups/tubs,tea cups,In-house,1,51.0,F,Guest heard or felt a pop in neck whiel riding teacups.,Guest told paramedics she felt ill and faint.  Transported to *** Medical Center.,0,Body pain (normal motion),False,False,False,0,2001,"Anaheim, CA"
6506,911258,2002-09-14,NJ,Jackson,F,New Jersey Dept. of Community Affairs,Amusement park,recreation,go-kart,Go-kart,go kart,"J & J Amusements, Inc",1,18.0,F,Patron stated that her go cart was struck by her cousins go cart and her left ankle and leg hurt when she exited out of cap.,Left Ankle Pain,0,Collision: patron-controlled vehicles,False,False,False,0,2002,"Jackson, NJ"
7251,910806,2002-07-12,NJ,Wildwood,F,New Jersey Dept. of Community Affairs,Amusement park,water park,water slide,Tube slide,tube slide,Surf Coaster,1,10.0,M,guest stated he fell while going up the Rocket Raft steps and bumped his head.,Other,0,Load/Unload: scrape or stumble,False,False,False,0,2002,"Wildwood, NJ"
1967,916313,2006-06-15,TX,0,F,Texas Dept. of Insurance,Water park,water park,water slide,Body slide,body slide,Pro Slide,1,45.0,F,Sprain,Turned ankle on queue steps,0,Impact: hit something in participatory attraction,False,False,False,0,2006,"0, TX"
5789,909994,2003-06-28,NJ,N. Wildwood,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,water ride,Flume ride,flume ride,"O.D. Hopkins Associates, Inc.",1,52.0,U,Guest stated that he was riding in front section fo one of the *** boats. Guest stated that he cut his right knee on something sharp in the boat.,Knee laceration,0,Impact: hit something within ride vehicle,False,False,False,Investigated by State Officials,2003,"N. Wildwood, NJ"
430,919808,2007-08-24,CA,Santa Clara,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,coaster,Coaster - steel,Custom looping coaster,Arrow Dynamics,1,0.0,U,Unknown,Unknown,0,Unknown (not enough info),False,False,False,0,2007,"Santa Clara, CA"
8994,918529,2001-08-01,CA,Redlands,F,California Division of Occupational Safety and Health,Amusement park,water park,water slide,Tube slide,tube slide,WhiteWater West Industries Ltd.,1,12.0,M,"Guest alleges that upon exiting the slide run out, he felt pain in his fingers. Laceration to fingers. Bandages applied.",cuts to fingers,0,Impact: hit something in participatory attraction,False,False,False,0,2001,"Redlands, CA"
5073,910239,2003-10-18,NJ,Ocean View,F,New Jersey Dept. of Community Affairs,Water park,water park,aquatic play,Aquatic play area,water play structure,In-house,1,11.0,U,Climbing steps in sub slipped and hit back of head.,Hit back of head,0,Load/Unload: scrape or stumble,False,False,False,0,2003,"Ocean View, NJ"
8160,909437,2002-02-16,TX,0,P,Texas Dept. of Insurance,Carnival or rental,recreation,play equipment,Slide,Euroslide,0,1,0.0,F,Unknown,Pain,0,Unknown (not enough info),False,False,False,Supplement,2002,"0, TX"
408,913917,2007-08-25,KY,0,F,Kentucky Department of Agriculture,Amusement park,amusement ride,cars & track rides,Bumper car,bumper cars,0,1,0.0,U,Cut elbow 17 stitches,Cut elbow 17 stitches,0,Unknown (not enough info),False,False,False,0,2007,"0, KY"
5619,919259,2003-07-16,CA,Vallejo,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,water ride,Rafting ride,rafting ride,Intamin AG,99,0.0,U,"State safety officials received multiple notifications of injury involving the last turn of the ride, just prior to the lift into the loading station.",Unknown,https://saferparksdata.org/sites/default/files/accident_reports/CA_919259.pdf,Abrupt stop/drop/lurch,True,False,False,"The last turn before the lift is a rounded turn in the course of the ride that is designed to guide the raft through the turn into position for the lift.  When the raft does not enter the turn at the correct orientation, the raft bumps into the wall resulting in the patrons coming to an abrupt stop (sometimes causing injury), and the raft stops moving because it is then stuck in an eddy.  Without prior warning of the stop, some patrons are jerked and thrown about as the raft hits the wall and bounces off.The park was ordered to install a guide in the water to ensure that the raft is placed into proper position for the turn.",2003,"Vallejo, CA"
7378,910756,2002-07-05,NJ,Keansburg,F,New Jersey Dept. of Community Affairs,Water park,water park,water slide,Water slide - undefined,waterslide,Waterworld Products Inc.,1,29.0,M,Guest flipped out of tube while inside Family Run.,Pain in Right Shoulder,0,"Fall: patron fell off inner tube, mat or board",False,False,False,0,2002,"Keansburg, NJ"
3920,918619,2004-08-31,CA,San Dimas,F,California Division of Occupational Safety and Health,Water park,water park,water slide,Water slide - undefined,waterslide,Pacific Custom Pools,1,38.0,F,Guest states that she fell out of her tube at the bottom of the ride at which time she struck the left side of her head. Guest requested that an ambulance be called.,head injury,0,"Fall: patron fell off inner tube, mat or board",False,False,False,0,2004,"San Dimas, CA"
3600,914468,2005-05-06,NJ,Jackson,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,water ride,Flume ride,flume ride,Arrow Dynamics,0,0.0,U,Block discrepancy at Chuto caused the ride to be down. Overloads for lift 2 tripped is what caused the component to fail. Reset overloads was done to correct the problem.,0,0,Equipment failure,True,False,False,Product failure,2005,"Jackson, NJ"
7584,910544,2002-06-22,NJ,N. Wildwood,F,New Jersey Dept. of Community Affairs,Amusement park,recreation,go-kart,Go-kart,Formula K,"Formula K Raceway, Inc.",1,12.0,M,Guest states that he was struck from the left side and careened towards the guardrail striking his head on a pole.  Guest states he only grazed the pole and his head whipped back away from the pole.,Pain,0,Collision: patron-controlled vehicles,False,False,False,0,2002,"N. Wildwood, NJ"
7564,910589,2002-06-23,NJ,Jackson,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,coaster,Coaster - steel,inverted coaster,Bolliger & Mabillard,1,18.0,M,Right shoulder discomfort after exiting ride.,Right shoulder discomfort,0,Body pain (normal motion),False,False,False,0,2002,"Jackson, NJ"
6295,909864,2003-02-15,NJ,Ocean View,F,New Jersey Dept. of Community Affairs,Water park,water park,aquatic play,Aquatic play area,water play structure,In-house,1,6.0,U,Child was running and fell face first hitting chin on floor.,Chin hit floor,0,Load/Unload: scrape or stumble,False,False,False,0,2003,"Ocean View, NJ"
881,916727,2007-06-10,OH,0,F,Ohio Dept. of Agriculture,"Mall, store or restaurant",amusement ride,spinning,Carousel,carousel,0,1,78.0,F,Patron got leg caught between deck and ride platform when entering carousel ride. Admitted to hospital with knee injury.,Knee injury,0,Entrapment or pinch-point,False,False,False,0,2007,"0, OH"
4971,911937,2004-02-11,MD,0,F,Maryland Division of Labor & Industry,Sports or recreation facility,recreation,alpine activity,Snow tubing/toboggan,snow tubes,0,2,15.0,F,Tube continued through faulty fence onto parking lot.,Laceration to face,0,Fall: patron fell from device (participatory),True,False,False,0,2004,"0, MD"
1898,917845,2006-06-24,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,coaster,Coaster - steel,steel sitdown coaster,In-house,1,68.0,M,Guest felt weak and shaky after riding attraction. History of strokes.,0,0,Illness or neurological symptoms,False,False,False,0,2006,"Anaheim, CA"
6806,909577,2002-08-10,TX,NEW BRAUNFELS,F,Texas Dept. of Insurance,Water park,water park,water slide,Tube slide,tube slide,WhiteWater West Industries Ltd.,1,5.0,M,Bumped head at the end of the ride,Pain to left side of head,0,Impact: hit something in participatory attraction,False,False,False,Precautionary transport for further evaluation by a physician,2002,"NEW BRAUNFELS, TX"
9282,906975,2001-07-16,NJ,0,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,spinning,Swing ride,Whirlwind,"Wisdom Industries, Ltd.",1,4.0,F,"Ride was over and customer was running to the exit gate, she tripped while running and when she fell she had a cut over her eye.",Cut over left eyebrow,0,Load/Unload: scrape or stumble,False,False,False,Inadvertent Rider Mishap,2001,"0, NJ"
7768,910463,2002-06-10,NJ,N. Wildwood,0,New Jersey Dept. of Community Affairs,Amusement park,recreation,play equipment,Slide,dry slide,Aero-Mar Plastics,1,5.0,F,Guest guardian states guest was going down slide and fell to side striking face on the slide.,Bleeding,0,Impact: hit something in participatory attraction,False,False,False,0,2002,"N. Wildwood, NJ"
